ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Lenovo Aspire 6429,14.4548018,85.72652449,36.40588149,14.8347158,96.04534251,3146,Disk Failure
Lenovo Galaxy 1953,47.66464491,50.67090373,37.61680237,17.10225765,8.495440762,4053,Memory Leak
Lenovo Vaio 7466,18.89803154,30.04804151,72.31119358,16.13257417,85.19838128,4742,No Problem
Lenovo Surface 9400,62.82805051,48.12622659,34.85004594,17.34087417,57.40125762,3801,Memory Leak
Lenovo MacBook 2383,71.66124662,75.74232409,67.11488123,18.43492018,16.40952816,3786,Disk Failure
Lenovo Pavilion 7125,10.13394662,80.82824118,63.17531263,13.54512842,75.36078237,4955,Power Issue
Lenovo Galaxy 5839,48.7248683,31.82473264,59.03958111,17.06797115,79.88230334,3029,Overheating
Lenovo Aspire 2925,77.31138982,35.02532306,82.0467836,11.03485667,48.86764103,4626,Disk Failure
Lenovo MacBook 4313,52.01352465,6.966621219,20.31675704,16.20288652,57.76821256,3079,Memory Leak
Lenovo ZenBook 3785,26.44178298,30.16155278,52.33084161,19.94526488,5.450042971,1089,No Problem
Lenovo Satellite 6567,20.45132189,92.97258634,37.95084909,11.70064071,84.78145705,2236,No Problem
Lenovo MacBook 4550,59.36895363,51.97852982,31.17907133,11.45091407,86.58777199,1299,No Problem
Lenovo Satellite 3359,70.1680696,56.6996677,61.80491173,18.91128946,29.65420231,3195,No Problem
Lenovo Aspire 9724,88.92314994,53.44594229,99.94806659,11.89796079,15.53414206,1525,Overheating
Lenovo MacBook 8514,71.00508025,90.75100029,83.47285515,18.95468521,52.03242904,4796,Overheating
Lenovo Satellite 7090,29.3962685,4.464362189,27.56383823,12.82354065,3.361867739,1774,Disk Failure
Lenovo Vaio 6574,56.95698119,76.82630069,20.71751277,16.86021219,33.38828277,2201,Disk Failure
Lenovo MacBook 1168,72.82331709,90.3633279,92.61382615,12.50361625,85.71963108,3865,Disk Failure
Lenovo Vaio 6475,4.1588788,79.68531377,50.85464593,11.20212645,30.35362526,4399,Power Issue
Lenovo ThinkPad 2115,83.30201909,61.77176342,38.52736962,17.82871067,65.6463627,2354,Overheating
Lenovo Aspire 4283,49.02311353,40.97169588,33.16958404,18.40375442,35.45040177,4218,Overheating
Lenovo Vaio 6805,59.96861036,21.67930374,64.42120381,11.56704336,51.94782556,3327,No Problem
Lenovo Vaio 5442,59.48008885,79.24923554,36.1985546,14.6640594,80.32486059,2306,No Problem
Lenovo MacBook 4034,78.96153944,96.17216811,67.68870712,12.03854984,70.56015281,3089,Memory Leak
Lenovo Satellite 9269,91.48497015,25.08548034,28.76526363,14.85543842,1.264898218,4008,Disk Failure
Lenovo Pavilion 2435,53.05865409,50.73920326,69.83524168,10.74246696,84.13975805,3999,Disk Failure
Lenovo Galaxy 9017,61.47766119,73.30467713,65.11348134,18.31126651,75.00636291,1320,Memory Leak
Lenovo Vaio 9369,38.0953399,37.39721674,26.64597965,16.78161333,86.07716242,4234,Power Issue
Lenovo Vaio 7412,68.98524809,79.11870038,75.01514198,14.10670019,55.03482364,1871,Power Issue
Lenovo ZenBook 9896,53.99729447,30.29981856,43.57027077,11.76211212,58.13093394,2062,No Problem
Lenovo Inspiron 8525,19.7831285,84.53152395,21.34112002,17.72836764,67.05309906,3777,Overheating
Lenovo Pavilion 7461,65.96464279,74.79468855,75.27068887,18.10368425,34.6978911,4680,No Problem
Lenovo Surface 9812,0.014024547,81.32164824,47.99155371,10.3137817,92.81226415,2301,Overheating
Lenovo Pavilion 5225,18.27945386,17.72517414,38.62071983,15.37989443,6.138123112,4745,No Problem
Lenovo ThinkPad 3429,16.6267024,44.96435829,66.41217327,10.73708204,16.84773325,3796,Memory Leak
Lenovo Vaio 6526,78.62945425,74.64395008,21.79533896,18.63628169,2.671699705,2770,No Problem
Lenovo Galaxy 3922,62.87523913,59.15792318,72.21097826,14.83881011,77.61312117,1894,Overheating
Lenovo Surface 3601,80.47250371,62.40034821,98.141597,17.85712934,77.74965957,1477,Overheating
Lenovo Surface 6826,39.72296827,92.1730536,38.36921544,17.5320318,2.452895195,1873,Disk Failure
Lenovo Pavilion 1189,29.21544843,80.71183008,74.03446687,19.05707157,64.98942392,1507,Power Issue
Lenovo Aspire 2569,97.95628816,52.24641455,52.35386318,16.16352554,82.34131687,4607,No Problem
Lenovo Pavilion 7236,9.100931002,63.42543849,62.07371153,16.01025707,14.69733179,4443,No Problem
Lenovo Inspiron 6235,40.71639095,30.26828969,66.19431014,10.79582866,25.44420333,4118,Overheating
Lenovo Inspiron 2784,17.39156269,70.54678274,34.72960845,13.41368731,2.410338779,1099,Power Issue
Lenovo ThinkPad 4292,18.92444711,74.81330869,57.38899009,14.94153116,69.02531393,3944,Overheating
Lenovo MacBook 9631,32.55672181,17.43191098,50.3791946,17.83039209,94.29930952,3628,No Problem
Lenovo ThinkPad 8655,78.13884331,5.425468705,27.49634761,14.59271372,60.16117538,2615,Disk Failure
Lenovo Inspiron 2803,50.40228636,80.10481584,38.87026183,14.46366214,62.42691127,4454,Memory Leak
Lenovo Aspire 7412,29.25121684,57.7595074,62.60696365,10.17212143,76.79029536,1192,Memory Leak
Lenovo Aspire 8687,99.99222774,90.31796522,26.03769699,17.61030573,46.15892733,2471,Disk Failure
Lenovo Surface 7326,50.80985006,18.72122556,90.34278828,11.55988574,45.40264117,1116,Memory Leak
Lenovo Satellite 2526,88.95794286,39.83882025,89.04244672,18.02801819,91.14674932,1591,Memory Leak
Lenovo Satellite 4260,27.80338619,80.37630159,60.58599732,11.63161046,2.447548824,1162,No Problem
Lenovo Vaio 3514,1.522530467,44.2690497,22.20467751,19.83568638,83.74578605,1998,Memory Leak
Lenovo ThinkPad 1733,73.10342125,9.602276708,61.98413635,15.0756048,49.42816748,3657,No Problem
Lenovo Surface 3507,84.78917344,82.36682183,57.02432521,11.5970981,96.19879272,1658,Disk Failure
Lenovo Surface 3590,93.82440623,46.69626585,59.408886,10.46564219,70.14961942,3097,Power Issue
Lenovo Satellite 4539,28.47610329,45.03767894,50.79311549,10.47700852,92.05242349,2539,Power Issue
Lenovo Surface 4762,36.9485057,75.56178648,89.96948712,12.32924038,12.54643717,2425,Power Issue
Lenovo Surface 1882,84.73475584,49.45778237,67.66218865,12.00641295,44.21170867,3536,Overheating
Lenovo MacBook 1006,7.951321829,70.50869286,88.63866775,12.9574086,68.71763355,4547,Memory Leak
Lenovo Inspiron 2741,91.01074719,99.05909793,82.58374747,15.92596467,5.011695979,2582,Disk Failure
Lenovo Satellite 3657,26.40977097,77.51828453,84.36805385,15.8305644,12.59408635,2738,Memory Leak
Lenovo ZenBook 3637,9.352063323,51.68023516,25.69662943,12.92693173,78.68827725,1377,Memory Leak
Lenovo Vaio 6596,32.93431678,45.66907672,22.57184411,18.79225657,3.454523423,4094,Disk Failure
Lenovo Surface 7137,60.78826602,13.92083635,78.61727745,13.86338961,86.24163234,3813,Disk Failure
Lenovo Galaxy 4194,76.30722524,50.54684644,88.29725344,14.19578602,9.634909623,4462,Overheating
Lenovo ZenBook 1669,36.62588921,8.031289623,47.25159324,10.69398181,30.76080095,4114,Memory Leak
Lenovo Vaio 8441,4.216088401,36.77056415,81.93755565,18.78701927,75.49381715,4067,No Problem
Lenovo Satellite 9247,10.88519966,81.9448512,96.98315877,13.6666255,14.24925775,2082,Disk Failure
Lenovo Aspire 9882,14.49997407,41.91927863,73.02212302,12.54751953,90.29637026,2233,No Problem
Lenovo Vaio 4103,35.62749429,78.86139544,95.27125868,17.22372211,5.848994845,1994,No Problem
Lenovo ZenBook 9554,83.40492929,73.41432266,80.09086719,15.3559866,42.13569151,3375,Disk Failure
Lenovo Surface 3962,75.554127,38.65825719,62.53344779,13.5394315,19.54759415,3951,No Problem
Lenovo ZenBook 1964,9.177921032,41.78681918,21.77339329,15.85069421,81.97861822,2556,Power Issue
Lenovo MacBook 9294,29.06768023,85.93048536,48.35327859,17.44475562,96.84992082,4049,Memory Leak
Lenovo MacBook 2297,82.38012588,10.9322376,71.18654406,15.58219341,46.54639882,1571,Power Issue
Lenovo MacBook 1011,68.80466672,17.41382432,84.63738524,15.59395612,30.89993307,4224,No Problem
Lenovo ThinkPad 3041,5.428149314,92.83353808,94.93831802,16.81362728,44.86860845,3875,Power Issue
Lenovo Aspire 8408,63.33066844,79.80187104,98.03692876,17.90778355,51.65510297,3858,Overheating
Lenovo Galaxy 1885,17.22994665,11.0219552,55.5376711,19.09952655,18.92537635,2841,No Problem
Lenovo MacBook 5920,66.60979501,52.14176503,36.78362609,17.36455581,99.72023857,4898,Memory Leak
Lenovo Aspire 5898,41.6648093,67.23659357,77.32386775,14.62371668,11.35305914,4127,Disk Failure
Lenovo Galaxy 9706,18.71830615,71.3902047,75.14850329,12.81302667,58.57599984,1386,Power Issue
Lenovo ThinkPad 4240,17.9458263,3.320910384,74.63704621,12.16478665,77.56479919,4381,No Problem
Lenovo Satellite 5456,65.168266,54.81018414,81.06848321,10.12301014,53.44368571,3058,Power Issue
Lenovo Surface 8002,12.62266429,25.57023182,31.18925697,19.09206062,75.64967021,3128,Overheating
Lenovo Inspiron 1485,60.40710307,87.46934806,88.77556855,19.49074663,59.90443264,4900,Power Issue
Lenovo Vaio 5530,73.059226,85.57622418,27.91631965,15.60861486,56.06660667,3299,Disk Failure
Lenovo Aspire 2190,14.95102109,34.28465412,69.85426593,18.48209425,67.0718004,4547,Power Issue
Lenovo ThinkPad 6103,87.12099816,46.8892386,76.66343703,12.85666488,65.97799261,3177,Overheating
Lenovo ThinkPad 9657,34.23758156,70.83511704,51.05284733,17.89628859,88.12263706,2766,Memory Leak
Lenovo ThinkPad 9674,19.25821391,46.22705037,54.19945572,19.27882114,95.46786433,2337,No Problem
Lenovo Galaxy 9538,99.53082674,16.23626734,22.27034768,12.48134302,23.38745057,3753,Overheating
Lenovo MacBook 1463,12.42041678,77.63844317,43.12930814,17.33996009,48.17629345,2165,Power Issue
Lenovo MacBook 5056,87.90070335,90.97258874,64.65693431,12.0171755,59.43684865,2360,No Problem
Lenovo Galaxy 5883,87.42923708,57.03183032,52.20400781,13.50561752,41.70099563,4226,Disk Failure
Lenovo Surface 7806,37.96728751,43.16989131,70.40655526,14.70310334,3.052325765,1904,Disk Failure
Lenovo Satellite 3711,30.01150586,55.35770733,44.92329727,15.42630926,8.951312002,1470,Disk Failure
Lenovo Galaxy 4425,29.15046975,32.83015173,69.95116146,10.59788296,47.4943905,3290,No Problem
Lenovo Satellite 4655,42.79690714,46.03469516,47.03303066,18.40748056,97.25863731,2493,Power Issue
Lenovo Vaio 4749,44.75533307,36.19738841,34.04372621,13.60869842,43.42686602,3369,No Problem
Lenovo Vaio 3876,28.35397851,57.08189919,94.53729762,19.52353811,45.23659182,3398,No Problem
Lenovo Galaxy 8588,55.9130389,74.96727592,27.59222154,18.24770066,48.55647365,1735,Disk Failure
Lenovo Galaxy 8423,84.50979253,50.70655761,53.84303425,12.86487962,57.16066731,1860,No Problem
Asus Vaio 6497,28.79529231,59.31083771,42.13108414,11.32804791,65.42785996,1089,Disk Failure
Asus MacBook 5839,65.17132569,73.01670024,36.51244303,16.38986394,50.50367849,2563,Disk Failure
Asus MacBook 5751,24.50392926,44.97524655,82.93182384,13.04375642,96.22276741,1819,Power Issue
Asus MacBook 5579,63.35778621,49.96443726,54.65047173,19.38302378,57.3073325,2362,Power Issue
Asus Vaio 4297,55.797976,54.01326403,97.44647794,14.48438363,19.43981821,1410,Overheating
Asus Galaxy 9684,78.8758325,72.24594858,88.43095179,12.69087365,70.68456392,2507,Disk Failure
Asus Inspiron 3146,52.49476645,86.68887429,62.7753671,15.88946738,7.334238563,4155,Disk Failure
Asus Pavilion 1308,52.35878643,3.468465411,76.65517971,11.71923059,24.87957177,1192,Overheating
Asus Galaxy 7721,0.068838149,91.30915727,81.34644559,16.77370757,20.67849082,3646,Memory Leak
Asus ZenBook 4837,4.236960255,10.52598254,77.29664261,19.02723582,42.68087516,2078,Overheating
Asus Satellite 8734,54.08048742,52.57388945,27.46379405,14.47904503,46.7001116,3922,Memory Leak
Asus Satellite 6292,63.49960352,4.62160408,33.67893666,14.30029351,67.44195905,3020,Disk Failure
Asus Aspire 2334,14.71927859,58.90045696,62.98044239,12.83757515,83.16224485,4622,Memory Leak
Asus Surface 7074,75.12911328,56.91286019,27.43927768,14.86117272,80.04626158,4814,Overheating
Asus Satellite 6918,30.42651145,86.83115038,90.29407638,19.56164407,43.78251581,1268,Memory Leak
Asus Pavilion 2039,30.53403355,96.27158281,75.87029683,12.89526019,72.26075677,1277,Disk Failure
Asus ZenBook 7805,79.22763772,78.92547538,30.97174723,16.85115029,59.5432077,2911,Power Issue
Asus Galaxy 2450,22.91592361,64.13035284,55.94320218,16.28393867,8.576268951,1340,Disk Failure
Asus MacBook 2128,68.81675058,65.07500102,94.165779,13.33532207,94.88502058,4360,Memory Leak
Asus Vaio 8694,1.604670906,31.56302734,30.67007011,13.58338151,58.45217814,2166,Memory Leak
Asus Galaxy 1051,43.3698216,18.86785169,94.37993488,18.70134552,30.91194129,3905,Power Issue
Asus ZenBook 1323,52.8054144,25.20717264,46.93804543,14.22243122,21.43225305,4581,Memory Leak
Asus ZenBook 9137,3.334290485,35.50815751,85.33558231,14.69718938,9.502251283,3201,No Problem
Asus Satellite 4736,91.1063029,96.91229075,50.24729456,15.89417848,10.69003223,4126,No Problem
Asus ThinkPad 7711,82.98937224,38.69648523,41.00627995,12.01162078,13.20147459,3640,Power Issue
Asus ZenBook 9275,25.9115329,52.81652413,70.94374723,19.3660851,32.54238147,2571,Power Issue
Asus Surface 8918,29.78661029,24.94065425,20.23045135,14.31606123,33.35815572,4504,Power Issue
Asus MacBook 7404,4.769246262,91.22337875,63.12044165,17.63438723,79.48160744,2675,Memory Leak
Asus Satellite 8211,81.01029566,54.07909774,28.48164094,12.62174596,2.24290091,2694,Power Issue
Asus Surface 1624,9.26617201,42.14099621,71.11379878,10.2676338,89.18542662,2326,Power Issue
Asus Galaxy 7915,28.42025976,78.69517611,91.69680917,12.65434403,2.233911865,3864,Power Issue
Asus ZenBook 8367,33.63797957,82.2106179,41.53062985,17.00058796,37.12851361,4181,No Problem
Asus Inspiron 8358,77.16496789,1.097793666,66.6253443,17.12758845,48.4246528,3639,Memory Leak
Asus Aspire 9581,76.86603529,96.12411121,67.23975616,11.5204405,29.22810044,1450,Power Issue
Asus Aspire 9653,24.95435873,0.132992391,70.33289983,16.61922337,5.979454279,2883,No Problem
Asus Vaio 6768,88.6822167,97.27206135,44.97117522,16.16327462,41.97770666,1792,Disk Failure
Asus Inspiron 3217,85.7212702,92.65934178,48.3194586,16.31297779,87.82237096,1061,No Problem
Asus Satellite 5871,8.081247584,80.29710138,25.60131907,14.65952758,28.5771927,3675,No Problem
Asus Aspire 2138,54.71608106,50.40012412,98.37792942,13.3784539,86.16427948,3121,No Problem
Asus MacBook 4754,7.238587271,30.03368823,75.21722987,11.46943208,8.970041588,4732,Memory Leak
Asus Surface 1922,22.58901909,14.44623508,56.26549906,19.90583102,29.16104641,2861,Power Issue
Asus ThinkPad 5300,65.49847889,61.21659462,37.21201206,10.71520554,13.75958393,2120,Disk Failure
Asus Satellite 8542,25.4065738,63.82853327,65.72480745,18.54350675,23.05176468,2568,Power Issue
Asus ThinkPad 3150,44.50686669,75.11394831,40.3208546,14.06775122,29.67681422,2386,Memory Leak
Asus Aspire 5988,61.82794287,53.68947154,47.82658209,12.85493572,15.34532538,3924,Disk Failure
Asus Inspiron 7440,93.03432973,70.49879091,76.2065182,10.20507861,69.49221882,4785,Memory Leak
Asus Inspiron 1375,50.74066337,39.58476012,76.17449306,14.45908316,13.51872291,4857,Power Issue
Asus MacBook 2846,78.23225559,68.76533389,61.61650016,12.32832197,57.52582147,1855,Memory Leak
Asus ZenBook 6738,85.87476969,64.36152698,93.80695685,19.73144578,20.43311757,3374,No Problem
Asus Satellite 4642,67.95215807,47.4436796,53.11784695,11.77321038,21.97992835,2428,No Problem
Asus Galaxy 8670,58.2757311,1.181702173,40.64893761,13.02476113,13.11988714,2113,No Problem
Asus ThinkPad 8742,98.03389229,65.72709359,34.31741688,18.97715942,13.07488047,2268,Overheating
Asus Satellite 4022,50.54208298,59.38626328,27.69248538,16.06608719,51.71378914,3826,Disk Failure
Asus ZenBook 7704,92.32836502,64.01490571,24.25751809,19.32653283,35.50826764,4729,Overheating
Asus Pavilion 3321,51.32044463,71.48207058,91.25147733,15.14258033,20.78384316,2826,Disk Failure
Asus Surface 3006,41.9384133,13.85515573,80.65959007,11.86137151,94.76878677,3030,Overheating
Asus Vaio 8730,88.37746127,96.40278058,87.97166543,18.33523741,56.64868689,1998,Power Issue
Asus Pavilion 2780,95.18679425,25.84501851,21.95566539,18.48877509,20.55390589,1537,Power Issue
Asus Satellite 1472,33.59061199,80.91786633,70.57996152,11.64809506,67.5761615,3961,Memory Leak
Asus Galaxy 3585,0.405635268,37.57704381,35.07216458,11.62510773,55.55096149,1867,Power Issue
Asus MacBook 6262,54.00011664,2.171881475,98.88782041,12.89011153,38.95063593,2807,Overheating
Asus MacBook 7718,13.96233267,29.68206243,22.58453173,11.46472448,68.84433772,2457,Memory Leak
Asus Surface 8326,99.08505835,22.75849812,68.64647652,10.06857789,27.27472319,2593,Overheating
Asus Satellite 5551,76.43867986,90.20573905,23.07202487,15.56352589,72.73049007,1461,Memory Leak
Asus Vaio 2219,9.719532298,49.08918388,30.53240346,16.13677483,25.8853193,1655,Power Issue
Asus Vaio 6113,73.66048208,47.87537865,83.18646448,14.8519565,48.34865047,2743,No Problem
Asus MacBook 4289,52.2596511,21.56685384,31.23818849,15.72380254,79.3008183,2705,Disk Failure
Asus Aspire 9383,25.8452602,27.9554088,68.83875633,18.45039886,72.45410308,2582,Power Issue
Asus Satellite 4989,25.23181427,33.72056214,56.56860643,16.35219011,53.18439998,2193,No Problem
Asus Galaxy 6924,53.21634929,65.27139327,70.8085577,19.15984719,93.31800732,3873,Disk Failure
Asus Pavilion 6763,24.81124818,68.13285397,22.46896934,14.59808981,55.97023503,2492,No Problem
Asus Pavilion 4511,61.67068294,6.907780541,24.89373304,17.6342685,72.10407635,3407,Disk Failure
Asus MacBook 3920,34.23370243,98.6407992,65.33117545,15.11145326,14.09702865,4172,Power Issue
Asus Surface 9398,70.93216094,24.16260764,85.54223758,16.83344742,59.4154836,1536,Memory Leak
Asus Aspire 9642,30.72742914,55.83822214,93.63111002,15.15269684,97.24728517,1059,Overheating
Asus ZenBook 9878,35.79244714,7.418003431,38.33535749,12.3849752,34.05094731,1408,Memory Leak
Asus Galaxy 3349,80.39549726,55.10391118,64.58527251,11.5851054,77.402935,2526,Memory Leak
Asus Galaxy 6717,53.77774838,98.95555577,34.50393876,16.37684303,2.672052137,2090,Overheating
Asus MacBook 3168,21.38077124,39.69430657,83.53603086,17.0918054,15.0374646,3078,Overheating
Asus Pavilion 5705,15.03932104,50.38441232,33.07427075,14.88311985,51.75166972,4158,Memory Leak
Asus Inspiron 9820,58.22456797,63.68109438,36.48591521,15.04884542,52.53155896,3190,Overheating
Asus ThinkPad 6085,27.56483111,24.54570253,33.0614434,14.26614941,45.86376783,3081,Overheating
Asus Aspire 3139,38.05170848,58.88991061,42.50958642,15.3378954,97.41249697,4765,Overheating
Asus Satellite 5019,62.60329955,92.07272178,41.6600968,10.93617045,0.725369151,2517,Power Issue
Asus Aspire 9607,46.83492951,38.00127312,45.38541907,11.75373671,91.8472942,4264,No Problem
Asus ZenBook 2713,35.52387152,65.75723584,94.28970101,12.53340757,96.59066999,1957,Power Issue
Asus Surface 4515,22.02344562,25.90422566,67.25657264,18.30506805,77.17608276,4178,Memory Leak
Asus Pavilion 1394,2.039001495,95.32834764,30.64777049,16.15513733,35.39992576,1500,No Problem
Asus ThinkPad 4868,54.93661634,95.73043451,23.21756041,18.25571864,91.20156629,2815,Power Issue
Asus Aspire 5263,92.99814118,32.73311163,48.81723204,14.1168124,56.54181472,4716,Memory Leak
Asus MacBook 1428,61.60448762,20.81441742,39.26109332,15.10754587,80.76423863,3775,Overheating
Asus Aspire 3390,0.34824537,71.40042726,45.6018981,17.3119006,35.2334531,1878,Disk Failure
Asus ZenBook 6374,40.86461852,95.80329452,64.1537086,18.28038895,35.36052517,4344,Overheating
Asus Surface 3270,78.64520191,25.64403413,54.43542052,15.24441778,75.37149635,1334,Power Issue
Asus Surface 5523,76.46996319,25.43034432,96.25597177,11.08746591,87.08499903,3656,Overheating
Asus Satellite 3325,13.1868056,62.47008558,94.05105108,15.01894724,66.74948045,4280,Memory Leak
Asus ZenBook 1287,26.90588774,48.36569274,44.65922309,10.75671014,10.74131299,2686,Overheating
Asus ZenBook 5764,28.89495492,37.70620136,27.84013528,19.08566958,8.856552087,3170,Power Issue
Asus Satellite 6338,73.94258735,97.73514112,39.38808994,16.42416553,54.53753981,1000,Memory Leak
Asus Satellite 7413,1.62328895,76.03562916,92.8491755,14.82075962,0.679646945,3211,Power Issue
Asus MacBook 6420,87.54340998,32.16740425,73.37566339,18.08042101,78.6739056,2861,Overheating
Asus MacBook 2407,46.23781887,7.074290596,54.42107379,10.43085155,55.00822476,3708,Memory Leak
Asus MacBook 1154,41.98560007,94.31607319,52.01075958,14.31310991,37.68599147,2792,Power Issue
Asus ThinkPad 8216,99.3391015,24.70707698,41.71634141,18.73311348,76.02634231,2155,Memory Leak
Asus Vaio 1976,71.11242126,88.46636233,28.44843678,16.64596056,81.37567707,3569,Overheating
Asus Satellite 2701,31.79790651,89.56685808,32.5095831,13.89482075,48.06883595,2709,Overheating
Asus Vaio 6605,48.76226674,28.96638869,40.07297526,15.03420872,89.41635212,4840,Memory Leak
Asus Pavilion 7954,28.73936722,98.25979496,76.25467011,14.7979478,56.19981647,3578,Overheating
Asus ThinkPad 6039,45.79810908,92.27639502,37.67218862,14.74835479,4.476100508,3808,Memory Leak
Asus Galaxy 4572,32.87341419,6.422641581,20.87801242,12.78796806,51.92938412,4317,Power Issue
Asus MacBook 2941,18.33796459,71.74827291,92.63457692,15.0780783,78.16913227,2465,Power Issue
Asus Vaio 6021,38.38266137,62.46145539,64.49306007,14.0742169,96.57103128,4284,Memory Leak
Asus Inspiron 4667,47.16683747,13.46779813,59.99754472,15.49051878,71.69820793,3387,Power Issue
Asus ZenBook 3043,1.393190272,14.99055554,59.61773801,10.78047787,11.26524123,2603,Power Issue
Asus ZenBook 3855,76.03582017,70.7452236,28.4786576,12.85753708,48.09753212,4621,Overheating
Asus Inspiron 5990,90.30428761,16.46748436,73.23753259,12.61192974,48.15508164,1902,Memory Leak
Asus Satellite 4117,77.79980453,86.48540626,79.41182094,14.82774226,5.747557832,4921,Memory Leak
Asus ZenBook 9468,66.28170518,69.64192264,64.46641334,15.98613906,14.85359516,3253,Disk Failure
Asus Surface 6565,72.23200341,91.74682516,47.19867064,19.86967667,92.27007806,3991,No Problem
Asus ZenBook 9998,0.627246272,4.728822397,22.01764335,10.56385159,0.153562699,3434,Memory Leak
Asus Vaio 4533,40.22136676,1.293058535,47.53291225,12.88013655,2.85081201,1038,Overheating
Asus Satellite 5455,55.34181648,63.20861266,96.07666261,10.62143343,83.43159129,1799,Power Issue
Asus Pavilion 4866,58.28501624,86.80811946,70.03452435,10.45486748,94.6247636,1420,Power Issue
Asus Satellite 7106,87.56473043,35.58867587,52.35966589,16.01950259,60.30912926,1596,No Problem
Asus Vaio 1860,57.52427796,77.94168046,92.1259817,16.95059108,32.08749749,4226,Memory Leak
Asus MacBook 2437,2.936408151,99.67941337,24.94152715,15.95719616,86.17748651,3902,Power Issue
Asus ThinkPad 8230,4.498036845,90.39826256,72.44800831,16.08810717,93.97478212,2968,No Problem
Asus Galaxy 3098,10.1649513,81.70017306,84.38535328,13.0634762,13.15516347,2905,No Problem
Asus Inspiron 6589,62.95600181,61.54745551,36.21531518,10.08421025,55.43378959,2756,Memory Leak
Asus Aspire 1468,58.73134451,7.784427385,53.25877397,12.77355493,59.40601493,4866,No Problem
Asus MacBook 9568,72.30693423,23.55594459,79.43983636,13.17330955,48.14815902,1305,Disk Failure
Asus Pavilion 4264,39.31911679,39.58982502,80.4676609,19.59331237,46.62543355,4410,Overheating
Asus ThinkPad 9522,21.81473793,53.12680279,48.20988751,19.53114052,21.72716482,4484,No Problem
Asus Vaio 4157,90.70014245,15.6236148,35.13036236,19.35686772,84.52517167,1950,No Problem
Asus Galaxy 2355,85.55903407,15.42584813,61.90277257,12.71452493,74.80637449,3689,Power Issue
Asus Pavilion 5321,78.48758512,25.19609874,56.41087728,14.8420804,27.92673643,4924,Memory Leak
Asus ZenBook 7539,46.46547947,32.13363257,76.6498176,10.61322457,50.28831767,2845,No Problem
Asus Surface 1410,39.63444349,59.27429028,83.06176921,10.64287341,21.50818421,1900,Overheating
Asus ZenBook 9543,60.5418688,61.33455321,63.31983011,15.64334812,11.95129219,4807,Power Issue
Asus Surface 9687,15.88014867,62.39364243,53.33718305,18.82648371,48.03942034,4060,No Problem
Asus MacBook 3458,71.74922755,85.38707692,77.56368962,10.00427786,18.87258792,2097,Disk Failure
Asus ZenBook 4912,3.281437842,13.48932382,75.37130692,14.94555432,94.03377112,1507,No Problem
Asus ZenBook 8452,30.55900457,41.52993229,85.87360735,18.61943447,80.54472333,3413,Power Issue
Asus Satellite 1200,60.68399448,50.04200229,90.85549399,12.42922079,1.98803758,4688,Overheating
Asus Vaio 3592,73.9609038,68.51075611,97.80260521,14.93820913,9.458752583,2958,Disk Failure
Asus ZenBook 9001,51.67488534,34.45249496,92.53779218,19.3369368,4.305392393,1822,Disk Failure
Asus Inspiron 3279,23.86058394,67.00472287,44.8423516,16.19785059,73.77688535,4776,Overheating
Asus ThinkPad 1856,28.90217001,10.32140434,31.44854487,13.92669187,20.86425745,1028,Memory Leak
Asus Vaio 7976,47.87959336,12.02059249,59.46071875,16.24371269,4.792212092,3653,No Problem
Asus Inspiron 1995,46.17567722,61.73354275,29.01235478,13.73804718,30.2859424,4007,No Problem
Asus MacBook 5104,5.129479043,27.7894387,79.46506118,19.8091162,88.31336312,1510,Disk Failure
Asus MacBook 5177,80.31281997,82.79599217,96.25567943,14.83756184,38.67984314,2851,Overheating
Asus Surface 8517,80.66488379,15.08852251,34.57839428,19.79134163,78.38687288,1546,Overheating
Asus Pavilion 9594,27.84083403,57.21020431,24.7248458,19.46359716,34.68373867,2217,Memory Leak
Asus Vaio 2002,84.20492853,33.779611,75.4232449,12.00086457,50.90921656,3173,No Problem
Asus MacBook 6806,70.44594613,19.31359061,92.94046092,19.65163827,16.49795302,3869,Power Issue
Asus MacBook 9928,42.62160133,64.64494685,35.28129194,15.60134021,75.44231175,4055,Disk Failure
Asus Surface 8626,5.080812152,24.16216201,68.67824586,18.19984674,49.21295118,3259,No Problem
Asus ThinkPad 5937,58.02890788,83.04814553,90.48874567,12.99514335,64.57324264,2411,Disk Failure
Asus Surface 3837,65.4483867,53.44681268,79.10129161,13.54722921,54.13504606,1326,Disk Failure
Asus Satellite 3459,54.15865859,89.81788608,90.35004161,16.63539584,28.24483064,2715,No Problem
Asus Galaxy 4238,90.70872859,28.71923337,75.44234965,10.47680276,9.624617164,1849,Power Issue
Asus Pavilion 5187,86.45841191,96.59391335,55.62785618,17.03722097,4.177638303,3240,Disk Failure
Asus Surface 8524,21.00809778,80.7327987,63.08586398,13.74462358,65.21985012,4543,Disk Failure
Asus MacBook 4093,77.63739037,81.76708733,39.57838861,16.63636558,52.26603535,4589,Disk Failure
Asus Pavilion 9417,41.26826596,16.36762919,96.55470253,19.7725733,62.60809908,1932,Power Issue
Asus MacBook 8906,40.15161799,39.42086944,72.71834106,18.351416,16.22337476,4484,Power Issue
